Song,entity_text,entity_label,Year,Lyrics
Freddie's Dead,Ha,PERSON,1972.0,"But reality What does it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want"
Freddie's Dead,Freddies,NORP,1972.0,"But reality What does it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"reality What does it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is"
Freddie's Dead,Ha,PERSON,1972.0,"reality What does it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"reality What does it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is"
Freddie's Dead,Ha,PERSON,1972.0,"reality What does it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is"
Freddie's Dead,Freddies,NORP,1972.0,"reality What does it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of"
Freddie's Dead,Ha,PERSON,1972.0,"it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of"
Freddie's Dead,Ha,PERSON,1972.0,"it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of"
Freddie's Dead,Freddies,NORP,1972.0,"it mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of mind"
Freddie's Dead,Ha,PERSON,1972.0,"mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of mind"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of mind"
Freddie's Dead,Ha,PERSON,1972.0,"mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of mind"
Freddie's Dead,Freddies,NORP,1972.0,"mean? Ain't nothing said 'Cause freddies dead Love, love Ha, ha Love, love Ha, ha Freddies dead All I want is some peace of mind"
Freddie's Dead,Freddies,NORP,1972.0,"Remember freddies dead Ha, ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"Remember freddies dead Ha, ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Ha,PERSON,1972.0,"Remember freddies dead Ha, ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Freddies,NORP,1972.0,"freddies dead Ha, ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"freddies dead Ha, ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Ha,PERSON,1972.0,"freddies dead Ha, ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Freddies,NORP,1972.0,"ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Ha,PERSON,1972.0,"ha, ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Freddies,NORP,1972.0,"ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Love,WORK_OF_ART,1972.0,"ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Freddie's Dead,Ha,PERSON,1972.0,"ha, ha, ha Freddies dead Ha, ha Love, love Ha, ha... Love, love"
Taxi,Dodge,ORG,1972.0,I used to take her home in my car We learned about love in the back of the Dodge The lesson hadn't gone too far
Don't Say You Don't Rememeer,Somebody,PERSON,1972.0,same forever Somebody always loves a little more Tonight I need to love you Together we'll find a way to make tomorrow worth living for
Don't Say You Don't Rememeer,Tonight,TIME,1972.0,same forever Somebody always loves a little more Tonight I need to love you Together we'll find a way to make tomorrow worth living for
Don't Say You Don't Rememeer,tomorrow,DATE,1972.0,same forever Somebody always loves a little more Tonight I need to love you Together we'll find a way to make tomorrow worth living for
Don't Say You Don't Rememeer,tomorrow,DATE,1972.0,make tomorrow worth living for Don't say you don't remember I'll never love anyone else If you say you don't remember How can I go
Sealed With A Kiss,Goodbye,PERSON,1972.0,"be there I don't wanna say Goodbye for the summer Knowing the love we'll miss So, let us make a pledge To meet in September"
Sealed With A Kiss,summer,DATE,1972.0,"be there I don't wanna say Goodbye for the summer Knowing the love we'll miss So, let us make a pledge To meet in September"
Sealed With A Kiss,September,DATE,1972.0,"be there I don't wanna say Goodbye for the summer Knowing the love we'll miss So, let us make a pledge To meet in September"
Day By Day,Three,CARDINAL,1972.0,day Dear Lord Three things I pray To see thee more clearly Love thee more dearly Follow thee more nearly Day by day Day by
Day By Day,day Day,DATE,1972.0,day Dear Lord Three things I pray To see thee more clearly Love thee more dearly Follow thee more nearly Day by day Day by
Day By Day,Three,CARDINAL,1972.0,day Dear Lord Three things I pray To see thee more clearly Love thee more dearly Follow thee more nearly Day by day
Roundabout,Twenty four,CARDINAL,1972.0,true summers we'll be there and laughing too Twenty four before my love you'll see I'll be there with you I will remember you Your
Roundabout,Twenty four,CARDINAL,1972.0,true summers we'll be there and laughing too Twenty four before my love you'll see I'll be there with you Along the drifting cloud the
Roundabout,Twenty four,CARDINAL,1972.0,"come out of the sky, they stand there Twenty four before my love and I'll be there I'll be the roundabout The words will make"
Roundabout,Twenty four,CARDINAL,1972.0,true summers we'll be there and laughing too Twenty four before my love you'll see I'll be there with you
I'd Like To Teach The World To Sing,Grow,PERSON,1972.0,I'd like to build the world a home And furnish it with love Grow apple trees and honey bees And snow white turtle doves I'd
I'd Like To Teach The World To Sing,Grow,PERSON,1972.0,I'd like to build the world a home And furnish it with love Grow apple trees and honey bees And snow white turtle doves I'd
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"me take you in my Arms and hold you Show you I love you Baby, I love you Baby, I love you Baby, baby, I"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"me take you in my Arms and hold you Show you I love you Baby, I love you Baby, I love you Baby, baby, I"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"my Arms and hold you Show you I love you Baby, I love you Baby, I love you Baby, baby, I love you Don't love"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"my Arms and hold you Show you I love you Baby, I love you Baby, I love you Baby, baby, I love you Don't love"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"you Show you I love you Baby, I love you Baby, I love you Baby, baby, I love you Don't love nobody else You got"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"you Show you I love you Baby, I love you Baby, I love you Baby, baby, I love you Don't love nobody else You got"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"you Baby, I love you Baby, I love you Baby, baby, I love you Don't love nobody else You got my love Just for yourself"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"love you Baby, I love you Baby, baby, I love you Don't love nobody else You got my love Just for yourself Baby, let me"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"Let me feel you put Your soul in mine Gonna make you love me Baby, let me hold you Let me hold you In my"
Baby Let Me Take You (In My Arms),Baby,PRODUCT,1972.0,"loving arms Baby, baby, let me Feel your charms Show you I love you Baby, I love you And if you feel the same Tell"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"loving arms Baby, baby, let me Feel your charms Show you I love you Baby, I love you And if you feel the same Tell"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"let me Feel your charms Show you I love you Baby, I love you And if you feel the same Tell me that you love"
Baby Let Me Take You (In My Arms),Love,WORK_OF_ART,1972.0,feel the way I do Don't love nobody else You got my love Just for yourself Can't you see the Love vibrations Don't you feel
Baby Let Me Take You (In My Arms),Love,WORK_OF_ART,1972.0,"else You got my love Just for yourself Can't you see the Love vibrations Don't you feel them Sweet sensations Baby, baby, let me Kiss"
Baby Let Me Take You (In My Arms),Baby,PRODUCT,1972.0,"else You got my love Just for yourself Can't you see the Love vibrations Don't you feel them Sweet sensations Baby, baby, let me Kiss"
Baby Let Me Take You (In My Arms),Kiss,PERSON,1972.0,"else You got my love Just for yourself Can't you see the Love vibrations Don't you feel them Sweet sensations Baby, baby, let me Kiss"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"me take you in my Arms and hold you Show you I love you Baby, I love you Baby, baby, I love you Don't love"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"my Arms and hold you Show you I love you Baby, I love you Baby, baby, I love you Don't love nobody else You got"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"Show you I love you Baby, I love you Baby, baby, I love you Don't love nobody else You got my love Just for yourself"
Baby Let Me Take You (In My Arms),Baby,PERSON,1972.0,"love you Baby, I love you Baby, baby, I love you Don't love nobody else You got my love Just for yourself Can't you see"
Baby Let Me Take You (In My Arms),Love,WORK_OF_ART,1972.0,"Baby, baby, I love you Don't love nobody else You got my love Just for yourself Can't you see the Love vibrations Don't you feel"
Baby Let Me Take You (In My Arms),Love,WORK_OF_ART,1972.0,else You got my love Just for yourself Can't you see the Love vibrations Don't you feel them Sweet sensations Don't you feel This warm
Baby Let Me Take You (In My Arms),Love,WORK_OF_ART,1972.0,sensations Don't you feel This warm embrace Why don't you give my Love a chance
I'd Like To Teach The World To Sing,Grow,PERSON,1972.0,Id like to build the world a home And furnish it with love Grow apple trees and honey bees and snow white turtle doves I'd
I'd Like To Teach The World To Sing,Grow,PERSON,1972.0,Id like to build the world a home And furnish it with love Grow apple trees and honey bees and snow white turtle doves
Walking In The Rain With The One I Love,Together,ORG,1972.0,we share The thought of knowing someone cares Just being together Making love so tenderly Exploding into ecstasy Then it'll last forever and ever Together
Walking In The Rain With The One I Love,Gee,PERSON,1972.0,"love Feel so fine Walking in the rain with the one I love On my mind I'm gonna call him right now Gee, I hope"
Let's Get It On,Don,PERSON,1973.0,"no And giving yourself to me can never be wrong If the love is true, baby Don t you know how sweet and wonderful life"
Let's Get It On,This minute,TIME,1973.0,"Come on baby, let your love come out If you believe in love Let's get it on, let's get it on baby This minute, let's"
Touch Me In The Morning,the cold morning,TIME,1973.0,can say goodbye In the cold morning light But I can't watch love die In the warmth of the night If I've got to be
Touch Me In The Morning,Yesterday,DATE,1973.0,take what the world was giving There's no tomorrow here There's only love and the time to chase it Yesterday's gone my love There's only
Touch Me In The Morning,Yesterday,DATE,1973.0,There's only love and the time to chase it Yesterday's gone my love There's only now and it's time to face it
Brother Louie,Louie,ORG,1973.0,"than white Danger, danger when you taste brown sugar Louie fell in love overnight Nothing bad, it was good Louie had the best girl he"
Brother Louie,overnight,TIME,1973.0,"than white Danger, danger when you taste brown sugar Louie fell in love overnight Nothing bad, it was good Louie had the best girl he"
Brother Louie,Louie,PERSON,1973.0,"than white Danger, danger when you taste brown sugar Louie fell in love overnight Nothing bad, it was good Louie had the best girl he"
You Are The Sunshine Of My Life,a million years,DATE,1973.0,I've loved you for a million years And if I thought our love was ending I'd find myself drowning in my own tears You are
That Lady,first,ORDINAL,1973.0,I didn't get a chance To ask her to dance It was love at first sight I just saw her tonight And I wish somebody
That Lady,tonight,TIME,1973.0,I didn't get a chance To ask her to dance It was love at first sight I just saw her tonight And I wish somebody
That Lady,the night,TIME,1973.0,And disappeared in the night And she stole my heart It was love at first sight Who's that lady Beautiful lady Who's that lady I
That Lady,first,ORDINAL,1973.0,And disappeared in the night And she stole my heart It was love at first sight Who's that lady Beautiful lady Who's that lady I
Pillow Talk,one,CARDINAL,1973.0,"it can't compete with this pillow talk of mine... you can't find love on a one way street It takes two to tango, takes two"
Pillow Talk,two,CARDINAL,1973.0,"it can't compete with this pillow talk of mine... you can't find love on a one way street It takes two to tango, takes two"
Pillow Talk,two,CARDINAL,1973.0,"it can't compete with this pillow talk of mine... you can't find love on a one way street It takes two to tango, takes two"
Loves Me Like A Rock,Congress,ORG,1973.0,"the rock of ages And loves me She love me, love me, love me, love me And If I was the President And the Congress"
Loves Me Like A Rock,Congress,ORG,1973.0,"of ages And loves me She love me, love me, love me, love me And If I was the President And the Congress called my"
Love Train,England,GPE,1973.0,"People all over the world Join hands Start a love train, love train The next stop that we make will be England"
Love Train,England Tell,FAC,1973.0,"People all over the world Join hands Start a love train, love train The next stop that we make will be England Tell all"
Love Train,Africa,LOC,1973.0,"riding on through People all over the world Join hands Start a love train, love train All of you brothers over in Africa Tell all"
Love Train,Africa,LOC,1973.0,"through People all over the world Join hands Start a love train, love train All of you brothers over in Africa Tell all the folks"
I'm Gonna Love You Just A Little More,Deeper,PERSON,1973.0,"if I'd wanted to I'm hung up No doubt I'm so in love with you For me there's no way out, 'cause Deeper and deeper"
I'm Gonna Love You Just A Little More,Deeper,PERSON,1973.0,"you For me there's no way out, 'cause Deeper and deeper In love with you I'm falling Sweeter and sweeter Your tender words of love"
I'm Gonna Love You Just A Little More,Sweeter,PERSON,1973.0,"you For me there's no way out, 'cause Deeper and deeper In love with you I'm falling Sweeter and sweeter Your tender words of love"
I'm Gonna Love You Just A Little More,Sweeter,PERSON,1973.0,"love with you I'm falling Sweeter and sweeter Your tender words of love keep calling Eager and eager, To feel your lips upon my face"
I'm Gonna Love You Just A Little More,Eager,PERSON,1973.0,"love with you I'm falling Sweeter and sweeter Your tender words of love keep calling Eager and eager, To feel your lips upon my face"
I'm Gonna Love You Just A Little More,Knowin,PERSON,1973.0,no mistake For I'll Hold back Knowin' This time it looks like love is here to stay As long as I shall live I'll give
I'm Gonna Love You Just A Little More,Deeper,PERSON,1973.0,"To feel your sweet lips on my face Deeper and deeper In love with you I'm falling, Sweeter and sweeter Your tender words of love"
I'm Gonna Love You Just A Little More,Sweeter,PERSON,1973.0,"To feel your sweet lips on my face Deeper and deeper In love with you I'm falling, Sweeter and sweeter Your tender words of love"
I'm Gonna Love You Just A Little More,Sweeter,PERSON,1973.0,"love with you I'm falling, Sweeter and sweeter Your tender words of love keep calling I'm gonna love you, love you, love you Just a"
Keep On Truckin' (Pt. 1),Love Love,WORK_OF_ART,1973.0,"to get to your good lovin' Shame A double shame on me, Love Love, I let it control me, From just one kiss I am"
Keep On Truckin' (Pt. 1),Love Love,WORK_OF_ART,1973.0,"get to your good lovin' Shame A double shame on me, Love Love, I let it control me, From just one kiss I am inspired"
Keep On Truckin' (Pt. 1),Temptation's,WORK_OF_ART,1973.0,"to you, I'm truckin' In old Temptation's rain, I'm duckin' For your love through sleet and snow, I'm truckin', I'm the red ball express of"
Keep On Truckin' (Pt. 1),Temptation's,WORK_OF_ART,1973.0,"to you, I'm truckin' In old Temptation's rain, I'm duckin' For your love through sleet and snow, I'm truckin' Ain't nothin' holdin' me back nothin'"
Danny's Song,Conceived,PERSON,1973.0,"be like him and me, as free as a dove Conceived in love The sun is gonna shine above And even though we ain't got"
Danny's Song,the morning,TIME,1973.0,so in love with you honey Everything will bring a chain of love And in the morning when I rise Bring a tear of joy
Danny's Song,Love,WORK_OF_ART,1973.0,joy to my eyes And tell me everything's gonna be all right Love a guy who holds the world in a paper cup Drink it
Danny's Song,Love,WORK_OF_ART,1973.0,guy who holds the world in a paper cup Drink it up Love him and he'll bring you luck And if you find he helps
Danny's Song,the morning,TIME,1973.0,so in love with you honey Everything will bring a chain of love And in the morning when I rise Bring a tear of joy
Danny's Song,the morning,TIME,1973.0,so in love with you honey Everything will bring a chain of love And in the morning when I rise Bring a tear of joy
Diamond Girl,Glad,PERSON,1973.0,You sure do shine Glad I found you Glad you're mine my love You're like a precious stone Part of earth where Heaven has rained
Diamond Girl,Glad,PERSON,1973.0,You sure do shine Glad I found you Glad you're mine my love You're like a precious stone Part of earth where Heaven has rained
Long Train Running,Lucy Down,PERSON,1973.0,you watch 'em disappear Without love Where would you be now? Without love You know I saw Miss Lucy Down along the tracks She lost
Long Train Running,the Illinois Central,LOC,1973.0,"her home and her family And she won't be coming back Without love Where would you be right now? Without love Well, the Illinois Central"
Long Train Running,the Illinois Central,LOC,1973.0,"be coming back Without love Where would you be right now? Without love Well, the Illinois Central And the Southern Central Freight Got to keep"
Long Train Running,the Illinois Central,LOC,1973.0,"to keep on pushin', mama 'Cause you know they're runnin' late Without love Where would you be now now? Without love Well, the Illinois Central"
Long Train Running,the Illinois Central,LOC,1973.0,"they're runnin' late Without love Where would you be now now? Without love Well, the Illinois Central And the Southern Central Freight Got to keep"
Give Me Love (Give Me Peace On Earth),Keep,ORG,1973.0,"Give me love, give me love Give me peace on earth Give me light, give me life Keep"
Give Me Love (Give Me Peace On Earth),Keep,ORG,1973.0,"understand you Won't you please, won't you? Give me love, give me love Give me peace on earth Give me light, give me life Keep"
Give Me Love (Give Me Peace On Earth),Keep,ORG,1973.0,"My Lord Won't you please, won't you? Give me love, give me love Give me peace on earth Give me light, give me life Keep"
Give Me Love (Give Me Peace On Earth),Heart,PERSON,1973.0,"Trying to, touch and reach you with Heart and soul Give me love, give me love Give me peace on earth Give me light, give"
Give Me Love (Give Me Peace On Earth),Heart,PERSON,1973.0,"and reach you with Heart and soul Give me love, give me love Give me peace on earth Give me light, give me life Keep"
Give Me Love (Give Me Peace On Earth),Keep,ORG,1973.0,"and reach you with Heart and soul Give me love, give me love Give me peace on earth Give me light, give me life Keep"
Neither One Of Us (Wants To Be The First To Say Goodbye),one,CARDINAL,1973.0,"one of us Wants to be the first to say Farewell, my love Goodbye"
Neither One Of Us (Wants To Be The First To Say Goodbye),first,ORDINAL,1973.0,"one of us Wants to be the first to say Farewell, my love Goodbye"
Neither One Of Us (Wants To Be The First To Say Goodbye),Farewell,PERSON,1973.0,"one of us Wants to be the first to say Farewell, my love Goodbye"
Neither One Of Us (Wants To Be The First To Say Goodbye),Goodbye,PRODUCT,1973.0,"one of us Wants to be the first to say Farewell, my love Goodbye"
Midnight Train To Georgia,midnight,TIME,1973.0,"in mine For love, gonna board the midnight train to ride For love, gonna board, gotta board the midnight train to go For love, gonna"
Midnight Train To Georgia,midnight,TIME,1973.0,"For love, gonna board, gotta board the midnight train to go For love, gonna board, the midnight train to go My world, his world, our"
Midnight Train To Georgia,midnight,TIME,1973.0,"For love, gonna board, gotta board the midnight train to go For love, gonna board, the midnight train to go My world, his world, our"
Feelin' Stronger Every Day,Together,PERSON,1973.0,feeling stronger every day I know we really tried Together we had love inside So now the time has come For both of us to
Feelin' Stronger Every Day,the night,TIME,1973.0,to happen to you The best thing that happened to me We love you We love you Let's spend the night together We love you
Feelin' Stronger Every Day,the night,TIME,1973.0,"you The best thing that happened to me We love you We love you Let's spend the night together We love you Jumpin' Jack Flash,"
Feelin' Stronger Every Day,Jumpin,PERSON,1973.0,"you The best thing that happened to me We love you We love you Let's spend the night together We love you Jumpin' Jack Flash,"
Feelin' Stronger Every Day,Jack Flash,PERSON,1973.0,"you The best thing that happened to me We love you We love you Let's spend the night together We love you Jumpin' Jack Flash,"
Feelin' Stronger Every Day,the night,TIME,1973.0,"We love you We love you Let's spend the night together We love you Jumpin' Jack Flash, it's a gas, gas, gas Feeling stronger every"
Feelin' Stronger Every Day,Jumpin,PERSON,1973.0,"We love you We love you Let's spend the night together We love you Jumpin' Jack Flash, it's a gas, gas, gas Feeling stronger every"
Feelin' Stronger Every Day,Jack Flash,PERSON,1973.0,"We love you We love you Let's spend the night together We love you Jumpin' Jack Flash, it's a gas, gas, gas Feeling stronger every"
I Believe In You,Stickin,ORG,1973.0,"us apart Stickin' pins and needles in both of our hearts Our love is together, don't care about no stormy weather I believe in you"
I Believe In You,Love,WORK_OF_ART,1973.0,"why everytime we get a chance, I tell honey How much I love you, love you, love you, love you, love you Love you, love"
I Believe In You,Love,WORK_OF_ART,1973.0,"we get a chance, I tell honey How much I love you, love you, love you, love you, love you Love you, love you, love"
I Believe In You,Love,WORK_OF_ART,1973.0,"a chance, I tell honey How much I love you, love you, love you, love you, love you Love you, love you, love you, love"
I Believe In You,Love,WORK_OF_ART,1973.0,"I tell honey How much I love you, love you, love you, love you, love you Love you, love you, love you, love you And,"
I Believe In You,Love,WORK_OF_ART,1973.0,"honey How much I love you, love you, love you, love you, love you Love you, love you, love you, love you And, most of"
I Believe In You,Love,WORK_OF_ART,1973.0,"much I love you, love you, love you, love you, love you Love you, love you, love you, love you And, most of all, how"
I Believe In You,Love,WORK_OF_ART,1973.0,"love you, love you, love you, love you, love you Love you, love you, love you, love you And, most of all, how much I"
I Believe In You,Love,WORK_OF_ART,1973.0,"love you, love you, love you, love you Love you, love you, love you, love you And, most of all, how much I trust you"
I Believe In You,Love,WORK_OF_ART,1973.0,"love you, love you, love you Love you, love you, love you, love you And, most of all, how much I trust you The reason"
Sing,Sing,PERSON,1973.0,"song Sing, sing a song Let the world sing along Sing of love there could be Sing for you and for me Sing, sing a"
Sing,Sing,PERSON,1973.0,"song Sing, sing a song Let the world sing along Sing of love there could be Sing for you and for me Sing, sing a"
Sing,Sing,PERSON,1973.0,"song Sing, sing a song Let the world sing along Sing of love there could be Sing for you and for me Sing, sing a"
Sing,Sing,PERSON,1973.0,"song Sing, sing a song Let the world sing along Sing of love there could be Sing for you and for me Sing, sing a"
Here I Am (Come And Take Me),half,CARDINAL,1973.0,It always ends up this way Me begging you every day A love that I cannot have You broke my heart into half Our love
Here I Am (Come And Take Me),half,CARDINAL,1973.0,"love that I cannot have You broke my heart into half Our love is you and me, baby That make the world go round Keeping"
My Maria,Maria Maria,PERSON,1973.0,a lonely dreamer on a highway in the skies Maria Maria I love you My Maria There were some blue and sorrow times Just my
My Maria,Maria Maria,PERSON,1973.0,"She treats me so right, lady, take me away Maria Maria I love you Maria Maria I love you"
My Maria,Maria Maria,PERSON,1973.0,"She treats me so right, lady, take me away Maria Maria I love you Maria Maria I love you"
My Maria,Maria Maria,PERSON,1973.0,"lady, take me away Maria Maria I love you Maria Maria I love you"
My Maria,Maria Maria,PERSON,1973.0,"lady, take me away Maria Maria I love you Maria Maria I love you"
Yesterday Once More,today,DATE,1973.0,today seem rather sad So much has changed It was songs of love that I would sing to them And I'd memorize each word Those
Do It Again,two,CARDINAL,1973.0,your two timer And you're sure you're near the end Then you love a little wild one And she brings you only sorrow All the
Kodachrome,the world s a sunny day,ORG,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
Kodachrome,Nikon,ORG,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
Kodachrome,don,PERSON,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
Kodachrome,Kodachrome,ORG,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
Kodachrome,the world s a sunny day,ORG,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
Kodachrome,Nikon,ORG,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
Kodachrome,don,PERSON,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
Kodachrome,Kodachrome,ORG,1973.0,"the world s a sunny day, I got a Nikon camera I love to take a photograph So mama don t take my Kodachrome away"
One Of A Kind (Love Affair),One,CARDINAL,1973.0,One of a kind love affair is The kind of love That you read about In a
One Of A Kind (Love Affair),One,CARDINAL,1973.0,One of a kind love affair is The kind of love That you read about In a fairy tale Like the sun that
One Of A Kind (Love Affair),One,CARDINAL,1973.0,the sun that shines On a rainy day It's a cloud of love One of a kind love affair is When your down is up
One Of A Kind (Love Affair),One,CARDINAL,1973.0,a rainy day It's a cloud of love One of a kind love affair is When your down is up When your up is down
One Of A Kind (Love Affair),today,DATE,1973.0,But you got to make A little sacrifice You make it for love I never thought about today would come When she would leave without
One Of A Kind (Love Affair),two,CARDINAL,1973.0,"line or two upon the wall Said, I'm leaving you Know I love you, too I can't stay with you And to this very day"
One Of A Kind (Love Affair),Said,PERSON,1973.0,"line or two upon the wall Said, I'm leaving you Know I love you, too I can't stay with you And to this very day"
One Of A Kind (Love Affair),this very day,DATE,1973.0,"line or two upon the wall Said, I'm leaving you Know I love you, too I can't stay with you And to this very day"
One Of A Kind (Love Affair),this very day,DATE,1973.0,"this very day I could never say A discouraging word Beause I love you yes, siree, now One of a kind love affair is When"
One Of A Kind (Love Affair),Beause,PRODUCT,1973.0,"this very day I could never say A discouraging word Beause I love you yes, siree, now One of a kind love affair is When"
One Of A Kind (Love Affair),One,CARDINAL,1973.0,"this very day I could never say A discouraging word Beause I love you yes, siree, now One of a kind love affair is When"
One Of A Kind (Love Affair),Beause,PRODUCT,1973.0,"word Beause I love you yes, siree, now One of a kind love affair is When you hate to say Girl, I told you so"
One Of A Kind (Love Affair),One,CARDINAL,1973.0,"word Beause I love you yes, siree, now One of a kind love affair is When you hate to say Girl, I told you so"
One Of A Kind (Love Affair),Girl,PERSON,1973.0,"word Beause I love you yes, siree, now One of a kind love affair is When you hate to say Girl, I told you so"
One Of A Kind (Love Affair),Cause,ORG,1973.0,"But you got to go There won't be a fight Cause your love is right But you're leaving wrong, wrong, wrong, wrong When you treat"
One Of A Kind (Love Affair),One,CARDINAL,1973.0,But you got to make A little sacrifice You make it for love You make it for love One of a kind love affair is
One Of A Kind (Love Affair),One,CARDINAL,1973.0,A little sacrifice You make it for love You make it for love One of a kind love affair is Makes you want to love
One Of A Kind (Love Affair),One,CARDINAL,1973.0,it for love You make it for love One of a kind love affair is Makes you want to love her You just got to
One Of A Kind (Love Affair),One,CARDINAL,1973.0,"love One of a kind love affair is Makes you want to love her You just got to have her, One of a kind, one"
One Of A Kind (Love Affair),One,CARDINAL,1973.0,"love One of a kind love affair is Makes you want to love her You just got to have her, One of a kind, one"
One Of A Kind (Love Affair),one,CARDINAL,1973.0,"love One of a kind love affair is Makes you want to love her You just got to have her, One of a kind, one"
One Of A Kind (Love Affair),One,CARDINAL,1973.0,"got to have her, One of a kind, one of a kind love affair is Makes a lame man walk Makes a blind man talk"
One Of A Kind (Love Affair),one,CARDINAL,1973.0,"got to have her, One of a kind, one of a kind love affair is Makes a lame man walk Makes a blind man talk"
One Of A Kind (Love Affair),Makes,PERSON,1973.0,"got to have her, One of a kind, one of a kind love affair is Makes a lame man walk Makes a blind man talk"
One Of A Kind (Love Affair),One,CARDINAL,1973.0,"you're on my mind One of a kind, one of a kind love affair is Makes me want to, want to be with you"
One Of A Kind (Love Affair),one,CARDINAL,1973.0,"you're on my mind One of a kind, one of a kind love affair is Makes me want to, want to be with you"
Funny Face,Funny Face,PERSON,1973.0,"Funny Face, I love you Funny Face, I need you My whole worlds wrapped up in"
Funny Face,Funny Face,PERSON,1973.0,"away You smile at me and say Funny Face, Funny face I love you Funny Face, I love you Funny Face, I need you These"
